bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-06-0131-10A	TCGA-06-0131-10A-01D	1.9	[Not Applicable]	DNA	D	a168d240-25d4-4420-b5f5-bd884413ec3f	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-01D	1.89	262 uL	DNA	D	75ac19d5-5905-40af-adce-3378a7789876	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-01R	1.82	19.2 uL	RNA	R	adeb34cc-2562-46a5-b8b9-56e6758d522d	0.119 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.3	7.9
TCGA-06-0148-01A	TCGA-06-0148-01A-01T	[Pending]	0 uL	Total RNA	T	19efe0a7-b0e2-4f4c-a6b2-d9968c62168a	0.020 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b2d8fee9-3a94-4dfc-92de-b17c5aaeaa66	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-03D	1.89	[Not Applicable]	DNA	D	ecb9464a-0a73-49f8-b3e4-30ec46d3a4b7	.147 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-03R	1.81	[Not Applicable]	RNA	R	6c2e91a2-84b7-4d2a-95f4-1d0f02c2da68	.163 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.3
TCGA-06-0148-01A	TCGA-06-0148-01A-03T	[Pending]	[Not Applicable]	Total RNA	T	bf10a692-8e04-40f0-b7e3-965dae3fd6d5	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-03W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	8fbc9ce0-6ce0-4b96-a903-fa088fcdd75b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-04D	1.91	0 uL	DNA	D	b14b041c-214d-4312-82a1-3dbacbf3099b	.124 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-04R	1.81	[Not Applicable]	RNA	R	d6bff964-700e-4176-a192-52eb717b2a52	.156 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.4
TCGA-06-0148-01A	TCGA-06-0148-01A-04T	[Pending]	[Not Applicable]	Total RNA	T	33163737-8572-4091-9224-fc1f386e4c8b	0 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-04W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	a410fd08-a2ae-4455-a904-c2a8ab20dff5	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-05D	1.9	0 uL	DNA	D	8c128789-ff26-4d64-8c4a-05c5762b1d12	.137 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-05R	1.8	[Not Applicable]	RNA	R	bb9849e3-bc99-48d6-8b52-1ca9df5fec95	.143 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.7
TCGA-06-0148-01A	TCGA-06-0148-01A-05T	[Pending]	[Not Applicable]	Total RNA	T	5a11480e-7d9b-4205-9b5e-f9a89f09da5d	0 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-01A	TCGA-06-0148-01A-05W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	0e814c9d-4e4b-43b0-b037-85111d1b247f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0148-10A	TCGA-06-0148-10A-01D	1.90	4 uL	DNA	D	d616d7e4-4b08-4922-9235-1eb6be23b88a	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0148-10A	TCGA-06-0148-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ff9dd122-1aaa-46be-a126-dc495c253a2f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0142-01A	TCGA-06-0142-01A-01D	1.91	0 uL	DNA	D	f764aafc-631e-49f7-806d-5507bc4d49a1	.133 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0142-01A	TCGA-06-0142-01A-01R	1.83	[Not Applicable]	RNA	R	f3106b84-1b71-4546-9f36-be0a3aa5fd4e	.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	6.7
TCGA-06-0142-01A	TCGA-06-0142-01A-01T	[Pending]	[Not Applicable]	Total RNA	T	b5534734-e68f-4c15-9a02-d7f058c696eb	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0142-01A	TCGA-06-0142-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	57396db9-15bf-412d-b782-ed31b2e0404a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0142-10A	TCGA-06-0142-10A-01D	1.7	0 uL	DNA	D	08050169-fdfb-4bf7-9da5-0fe4204a785c	.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0142-10A	TCGA-06-0142-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	57a42332-3bd9-449b-85c4-a4b486c2e875	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0140-01A	TCGA-06-0140-01A-01D	1.9	0 uL	DNA	D	b05e1f5d-e731-4204-b544-9a6cfa93f325	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0140-01A	TCGA-06-0140-01A-01R	1.83	[Not Applicable]	RNA	R	a5e5bd60-02ce-41fa-b973-2eb537e85a6e	.151 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	7
TCGA-06-0140-01A	TCGA-06-0140-01A-01T	[Pending]	[Not Applicable]	Total RNA	T	0ccdb67c-5745-4d17-9ac0-07ba8eb386df	.07 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0140-01A	TCGA-06-0140-01A-01W	[Pending]	1228 uL	Repli-G (Qiagen) DNA	W	7b330ce2-eba6-4d06-9202-69c55f2280a9	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0140-10A	TCGA-06-0140-10A-01D	1.88	0 uL	DNA	D	5a9ce7ea-8415-4a14-a150-65cc0397e580	.201 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0140-10A	TCGA-06-0140-10A-01W	[Pending]	1228 uL	Repli-G (Qiagen) DNA	W	b664b737-02f0-427d-8f20-fa82426cc06f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0125-01A	TCGA-06-0125-01A-01D	1.87	56.8 uL	DNA	D	cc8970c0-64d6-4cc0-94ab-933bc7a6da74	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0125-01A	TCGA-06-0125-01A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	50af5378-e177-442e-aeae-1b1c8009d5ab	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0125-01A	TCGA-06-0125-01A-01R	1.84	145 uL	RNA	R	0530328c-2ca4-45ac-82b7-e5931b5b7d4c	0.154 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.1
TCGA-06-0125-01A	TCGA-06-0125-01A-01T	[Pending]	289 uL	Total RNA	T	d59b7ce1-c485-4195-8766-4d5143faebbf	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0125-01A	TCGA-06-0125-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c60a1b49-f17e-416a-a238-15b83611f83f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0125-02A	TCGA-06-0125-02A-11D	1.9	3.0600000000000005 uL	DNA	D	74e53350-e588-4f8a-816e-67984adca9b5	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-0125-02A	TCGA-06-0125-02A-11R	[Pending]	45.5 uL	RNA	R	ff843d81-7920-4737-a182-63eb98e6aa7d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.355594	8.7
TCGA-06-0125-10A	TCGA-06-0125-10A-01D	1.89	0 uL	DNA	D	37049750-9c21-492c-bab7-3a44f345ce29	0.146 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0125-10A	TCGA-06-0125-10A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	805c07bc-c311-48eb-b635-887ac960018e	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0125-10A	TCGA-06-0125-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	86c184c5-fbf0-4fb1-a30b-1b71dba5a7bf	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0121-01A	TCGA-06-0121-01A-04D	1.89	[Not Applicable]	DNA	D	e458cdc4-923a-4edd-97d6-f3afefb487ec	.143 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0121-01A	TCGA-06-0121-01A-04R	1.78	[Not Applicable]	RNA	R	1ef96ea9-6672-498b-a076-ccc05fe12ae1	.045 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0	1.1
TCGA-06-0121-01A	TCGA-06-0121-01A-04T	[Pending]	[Not Applicable]	Total RNA	T	4c941a51-cb95-40fe-b674-6fa2a81ac81b	.02 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0121-01A	TCGA-06-0121-01A-04W	[Pending]	1228 uL	Repli-G (Qiagen) DNA	W	342df4ea-8327-4ca3-9f1a-5d4a35541292	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0121-10A	TCGA-06-0121-10A-01D	1.96	[Not Applicable]	DNA	D	f65fe926-6652-45a1-be5c-bb3363d1db1f	.154 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0121-10A	TCGA-06-0121-10A-01W	[Pending]	1228 uL	Repli-G (Qiagen) DNA	W	9a008db9-f8a2-41b0-86d9-188b6c966270	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-01D	1.9	244.7 uL	DNA	D	2668dd90-3e2e-42a8-98ed-7c2d82cfd56d	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-01R	1.81	[Not Applicable]	RNA	R	47dd7f46-877d-4f6e-935f-758a09684d5b	.157 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.9	7.8
TCGA-06-0137-01A	TCGA-06-0137-01A-01T	[Pending]	[Not Applicable]	Total RNA	T	e8ffac42-9569-484f-9e1c-1608929ed73d	.05 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2b28342d-1b92-418b-8e48-49cb41108c77	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-02D	1.9	0 uL	DNA	D	132cd8b9-75b7-485f-b58f-6e782a38ba48	.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-02R	1.82	[Not Applicable]	RNA	R	3db36939-8a0d-4909-93a3-78eb7f9086cf	.137 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.6	8.6
TCGA-06-0137-01A	TCGA-06-0137-01A-02T	[Pending]	[Not Applicable]	Total RNA	T	5e58ae78-5f2e-4467-8f76-a2b958a860df	.04 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-02W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b6d1c7de-acc6-44c3-9aba-b38b3e5345cc	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-03D	1.91	226.39999999999998 uL	DNA	D	905a15fc-69ef-4216-87f2-ec1b17755d9e	0.151 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-03R	1.83	32 uL	RNA	R	6440f439-f3c7-4ff5-b250-05a50744b388	0.145 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.3
TCGA-06-0137-01A	TCGA-06-0137-01A-03T	[Pending]	10 uL	Total RNA	T	61bd6f5b-5bd7-4471-90d2-0cb85697f4f0	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01A	TCGA-06-0137-01A-03W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	342c7f13-7fe3-420d-8ef6-41e16b9542b1	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01B	TCGA-06-0137-01B-02D	1.9	0 uL	DNA	D	ab6b6bf7-40b4-47f9-a004-ad74e38beb3a	.121 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0137-01B	TCGA-06-0137-01B-02R	1.82	[Not Applicable]	RNA	R	4ab122f4-a986-4007-bc54-c67ffa4457d9	.137 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.6	8.6
TCGA-06-0137-01B	TCGA-06-0137-01B-02T	[Pending]	[Not Applicable]	Total RNA	T	1e32c54a-1a1a-461d-823a-8fe58e4805d0	.01 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-01B	TCGA-06-0137-01B-02W	[Pending]	1228 uL	Repli-G (Qiagen) DNA	W	7fb32316-3e08-41b5-a6d3-4611247052cd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0137-10A	TCGA-06-0137-10A-01D	1.90	232.39999999999998 uL	DNA	D	f0e4a38b-697d-43ce-aa40-31f7a828ec8e	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0137-10A	TCGA-06-0137-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	9c04a5d9-8697-4cfe-ab0b-f7ab8460167d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0143-01A	TCGA-06-0143-01A-01D	1.84	380.4 uL	DNA	D	f535e42f-e525-4753-a66a-a3c00c717184	0.071 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0143-01A	TCGA-06-0143-01A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	58e06df2-8bdc-47a2-a8fb-8e485c47f1a4	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0143-01A	TCGA-06-0143-01A-01R	1.84	362.2 uL	RNA	R	716fa90f-6623-4a79-914c-65a2522761ac	0.166 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.8
TCGA-06-0143-01A	TCGA-06-0143-01A-01T	[Pending]	212 uL	Total RNA	T	d1578eda-85f6-4697-8ca1-1fef67788ce6	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0143-01A	TCGA-06-0143-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5053d44d-39f5-4551-a9ee-2ed2295fed1b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0143-10A	TCGA-06-0143-10A-01D	1.88	219.7 uL	DNA	D	b1aace51-8fab-4c9c-b1af-6719d59bda4d	0.136 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0143-10A	TCGA-06-0143-10A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	38096386-9fba-46e5-b643-f91c49afd326	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0143-10A	TCGA-06-0143-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c872aebd-a7d6-4f4e-bc91-bb9ad2eff207	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0122-01A	TCGA-06-0122-01A-01D	1.88	120.7 uL	DNA	D	667371c3-ef13-4e28-b198-974c1eb278dc	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0122-01A	TCGA-06-0122-01A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	786a916b-485e-4956-b2c0-4d0e97665f1b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0122-01A	TCGA-06-0122-01A-01R	1.84	35 uL	RNA	R	5e027feb-09bd-44fc-8805-230cebb20467	0.133 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.5
TCGA-06-0122-01A	TCGA-06-0122-01A-01T	[Pending]	262 uL	Total RNA	T	f7747b2d-0b93-42b5-98b1-c3b1e34584a0	0.090 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0122-01A	TCGA-06-0122-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b634e491-2c1a-4f80-abfe-1e0684e8b097	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0122-10A	TCGA-06-0122-10A-01D	1.91	137.7 uL	DNA	D	2fd66ec8-bee7-4dbc-be32-ac0f07d0b521	0.141 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0122-10A	TCGA-06-0122-10A-01G	[Pending]	491.70000000000005 uL	GenomePlex (Rubicon) Amplified DNA	G	c958b862-c81f-4c06-b5b5-44ce58e09ba3	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0122-10A	TCGA-06-0122-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	255051a1-4e3c-483e-a531-c5100ba9a2d4	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-01D	1.89	386.67 uL	DNA	D	00553e84-6638-49b1-b986-4d02782e9ac2	0.154 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-01R	1.84	13.7 uL	RNA	R	3a13e290-e5e6-49ec-a2bd-fa02d17a6945	0.152 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	8.3
TCGA-06-0145-01A	TCGA-06-0145-01A-01T	[Pending]	9 uL	Total RNA	T	bafd03fd-08d9-4588-899f-0717374fd960	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fb914802-14ff-4450-a467-3e89dd80e991	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-02D	1.89	83.37 uL	DNA	D	722257d1-2c1a-431d-8415-e5483907a662	.163 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-02R	1.83	[Not Applicable]	RNA	R	d7c4e45a-98c4-4fca-8db3-7f4a52aa4f95	.149 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	7.9
TCGA-06-0145-01A	TCGA-06-0145-01A-02T	[Pending]	[Not Applicable]	Total RNA	T	7f5e9fef-78f2-48de-b78b-492ef05b1fa9	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-02W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2aa7d32a-3a67-4bf5-b847-47a4993bce12	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-03D	1.89	83.37 uL	DNA	D	bfa7fba3-f31c-437d-b880-e3143cdfd308	.157 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-03R	1.83	[Not Applicable]	RNA	R	454d11ab-1c39-4d2e-8235-b986bef7938d	.147 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.4
TCGA-06-0145-01A	TCGA-06-0145-01A-03T	[Pending]	[Not Applicable]	Total RNA	T	ddc34ca8-1a3f-459c-ad90-04ffd3b6eb00	.27 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-03W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	cc17c3fe-c2d4-47b1-be3f-ca389c4b023d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-04D	1.90	83.37 uL	DNA	D	2c81dac0-c673-49c5-ac17-37cefc869321	.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-04R	1.82	[Not Applicable]	RNA	R	fb42860d-6540-408a-9011-545096a1c58d	.137 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	7
TCGA-06-0145-01A	TCGA-06-0145-01A-04T	[Pending]	[Not Applicable]	Total RNA	T	310c3b55-e5e7-4839-9a42-3d020e51d57a	.48 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-04W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	93744eb3-5242-4d78-a261-3e11f0e8b2b2	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0145-01A	TCGA-06-0145-01A-05D	1.93	83.37 uL	DNA	D	620a33c7-5201-485d-8240-5e2b59f3e5cf	.131 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
